Órgão UGE Código;Órgão UGE Nome;Dia Lançamento;Item Informação;Saldo R$ (Item Informação)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;01/09/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.415.754,03)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;01/09/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(3.834,02)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;01/09/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);90.960,00
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;01/09/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);48.465,82
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;01/09/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(152.000,09)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;01/10/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);117.672,83
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;01/11/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);40.613,90
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;01/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(4.894.366,50)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;01/11/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(185.665,88)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;01/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);600.514,70
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;01/11/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(3.285.242,88)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;01/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.977.357,55)
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;01/11/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);1.170,00
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;01/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(24.830,00)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;01/11/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.527.904,17)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;01/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(3.760.034,29)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;01/11/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);3.827.616,37
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;01/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);190.473.241,80
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;01/11/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(948.995,17)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;01/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);23.588,99
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;01/11/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(6.634.126,60)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;01/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);2.323,10
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;01/11/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);21.727,99
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;01/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(4.103,59)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;01/12/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(28.730,79)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;01/12/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(5.128.345,06)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;01/12/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(5.124.505,82)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;01/12/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(690.751,32)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;01/12/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(4.121.043,07)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;01/12/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(5.667.073,36)
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;01/12/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);7.630,27
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;01/12/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);38.021.202,27
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;01/12/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.806.211,95)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;01/12/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(31.377,70)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;01/12/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(4.543.381,85)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;01/12/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.136.742,11)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;01/12/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);70.158,72
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;01/12/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);5.206.713,06
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;01/12/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);808.331,34
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;01/12/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(19.184,86)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;01/12/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(123.117,55)
41903;FUNDO P/O DESENV.TECNOL.DAS TELECOMUNICACOES;01/12/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(81.118,91)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;02/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(3.554.497,86)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;02/01/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(2.895,86)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;02/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(87.895,86)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;02/01/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);181,25
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;02/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);158.086,36
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;02/01/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(5.468,71)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;02/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.344.226,53)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;02/01/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(206.480,07)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;02/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(206.115,07)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;02/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);51.049,80
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;02/01/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(15.018.615,80)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;02/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(14.991.175,85)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;02/01/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(67.880,32)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;02/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);702.543,61
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;02/01/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(2.409.759,65)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;02/01/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(360.475,72)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;02/01/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(445.202,09)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;02/01/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);88.967,54
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;02/01/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(750,00)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;02/01/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(932.124,58)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;02/01/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(3.494.835,80)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;02/01/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(93.157,62)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;02/01/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(99.227,62)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;02/01/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);106.594,09
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;02/01/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);45.090,43
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;02/02/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);300.669,74
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;02/02/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.485.161,61)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;02/02/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(30.466,42)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;02/02/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.824.995,58)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;02/02/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.583.294,31)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;02/02/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(575.878,52)
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;02/02/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);3.954,44
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;02/02/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(692,40)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;02/02/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(38.255.239,59)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;02/02/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(36.290.069,06)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;02/02/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(10.451,00)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;02/02/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.133.353,34)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;02/02/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);529,92
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;02/02/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);3.929.768,00
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;02/02/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);176.421,00
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;02/02/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(28.370,06)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;02/02/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);311.482,77
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;02/02/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.699.351,99)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;02/02/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(578.831,81)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;02/02/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(571.802,39)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;02/02/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(287.449,71)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;02/02/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(274.874,61)
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;02/02/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(20.861,72)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;02/02/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);67.538.816,84
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;02/02/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);1.422.311,69
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;02/02/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(9.260,24)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;02/02/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);127.798.808,42
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;02/02/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);1.930,44
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;02/02/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);36.237,32
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;02/02/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);811.910,02
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;02/02/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.241.119,79)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;02/02/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);158.834,26
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;02/02/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);372.446,42
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;02/03/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);111.787,31
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;02/03/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(5.355.975,22)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;02/03/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(3.568.014,46)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;02/03/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.411.544,63)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;02/03/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(7.933.601,40)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;02/03/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);2.817.726,32
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;02/03/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.963.179,43)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;02/03/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(2.231.396,78)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;02/03/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);28.094,11
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;02/03/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(4.318.955,83)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;02/03/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);1.691,70
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;02/03/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(93.752,78)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;02/03/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);494.337,26
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;02/03/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);48.231,62
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;02/03/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(41.223,32)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;02/03/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);240.859,32
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;02/03/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(350.299,23)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;02/03/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.708.934,31)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;02/03/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(673.449,55)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;02/03/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.415.797,82)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;02/03/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);6.387.094,74
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;02/03/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);8.076.313,93
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;02/03/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(93.577.769,26)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;02/03/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);6.641.532,80
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;02/03/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(136.637,70)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;02/03/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(116.675.946,32)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;02/03/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(937.750,45)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;02/03/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);2.429.621,46
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;02/03/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);166,74
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;02/03/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(2.011.637,63)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;02/03/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);2.786.500,03
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;02/04/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(249.054,14)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;02/04/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(4.148.984,39)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;02/04/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(2.763.225,72)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;02/04/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(19.033,13)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;02/04/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(27.747.354,68)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;02/04/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(26.365.545,98)
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;02/04/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(21.173,95)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;02/04/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);80.865.396,38
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;02/04/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(4.169.605,88)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;02/04/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(38.169,31)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;02/04/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);334.270.891,70
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;02/04/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(915.452,64)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;02/04/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);242.916,66
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;02/04/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);4.255.876,83
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;02/04/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);967,40
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;02/04/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(78.104,44)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;02/05/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);128.901,71
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;02/05/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(3.364.874,05)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;02/05/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(2.481.875,17)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;02/05/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(182.796,21)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;02/05/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(309.965,64)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;02/05/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);82.373,46
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;02/05/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(100.000,00)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;02/05/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);1.962.190,57
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;02/05/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(7.918.801,46)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;02/05/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);122.741,17
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;02/05/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(970.412,10)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;02/05/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.270.767,47)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;02/05/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(94.745,54)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;02/05/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);20.112,16
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;02/05/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(51.524,95)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;02/05/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(234.921,82)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;02/05/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(4.789.461,10)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;02/05/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.433.049,09)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;02/05/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);263.369,09
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;02/05/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(286.174,71)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;02/05/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);500.152,13
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;02/05/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(692.458,80)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;02/05/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(87.567.939,17)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;02/05/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.122.851,40)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;02/05/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);687.549,59
